"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"David Zucker",84,"Pamela Anderson",110000082,"Regina Hall","Scary Movie 3 ","Jenny McCarthy","English","USA",48000000,2003,5.5,"Comedy"
"Donald Petrie",109,"Wendy Raquel Robinson",106807667,"Candice Bergen","Miss Congeniality ","Heather Burns","English","USA",45000000,2000,6.2,"Action"
"Eric Brevig",93,"Brendan Fraser",101702060,"Josh Hutcherson","Journey to the Center of the Earth ","Anita Briem","English","USA",45000000,2008,5.8,"Action"
"Garry Marshall",113,"Raven-Symoné",95149435,"Anne Hathaway","The Princess Diaries 2: Royal Engagement ","Hector Elizondo","English","USA",40000000,2004,5.7,"Comedy"
"Alan J. Pakula",141,"Julia Roberts",100768056,"Denzel Washington","The Pelican Brief ","Tony Goldwyn","English","USA",45000000,1993,6.5,"Crime"
"Joel Schumacher",119,"Anthony LaPaglia",92115211,"Bradley Whitford","The Client ","Brad Renfro","English","USA",45000000,1994,6.7,"Crime"
"Rob Reiner",97,"Noel Gugliemi",93452056,"Morgan Freeman","The Bucket List ","Sean Hayes","English","USA",45000000,2007,7.4,"Adventure"
"Phillip Noyce",117,"Polly Walker",83287363,"Harrison Ford","Patriot Games ","Patrick Bergin","English","USA",45000000,1992,6.9,"Action"
"Robert Luketic",101,"Jane Fonda",82931301,"Adam Scott","Monster-in-Law ","Elaine Stritch","English","Germany",60000000,2005,5.5,"Comedy"
"Denis Villeneuve",153,"Jake Gyllenhaal",60962878,"Hugh Jackman","Prisoners ","Dylan Minnette","English","USA",46000000,2013,8.1,"Crime"
"Antoine Fuqua",122,"Snoop Dogg",76261036,"Denzel Washington","Training Day ","Tom Berenger","English","USA",45000000,2001,7.7,"Crime"
"Dean Parisot",102,"Enrico Colantoni",71423726,"Alan Rickman","Galaxy Quest ","Robin Sachs","English","USA",45000000,1999,7.3,"Adventure"
"Keenen Ivory Wayans",83,"Veronica Cartwright",71277420,"Natasha Lyonne","Scary Movie 2 ","Andy Richter","English","USA",45000000,2001,5.2,"Comedy"
"James Bobin",103,"Eric Jacobson",88625922,"Bill Cobbs","The Muppets ","Steve Whitmire","English","USA",45000000,2011,7.1,"Adventure"
"Stephen Norrington",110,"Traci Lords",70001065,"Sanaa Lathan","Blade ","Udo Kier","English","USA",45000000,1998,7.1,"Action"
"Thomas Carter",136,"Rick Gonzalez",67253092,"Channing Tatum","Coach Carter ","Robert Ri'chard","English","USA",30000000,2005,7.2,"Drama"
"Roger Michell",91,"Matt Malloy",66790248,"Sydney Pollack","Changing Lanes ","Bruce Altman","English","USA",45000000,2002,6.5,"Drama"
"Luis Llosa",89,"Eric Stoltz",65557989,"Frank Welker","Anaconda ","Kari Wuhrer","English","USA",45000000,1997,4.6,"Action"
"David McNally",107,"Tyra Banks",60786269,"Adam Garcia","Coyote Ugly ","Izabella Miko","English","USA",45000000,2000,5.6,"Comedy"
"Richard Curtis",129,"Liam Neeson",59365105,"Colin Firth","Love Actually ","Kris Marshall","English","UK",45000000,2003,7.7,"Comedy"
"John Lasseter",95,"Madeline Kahn",162792677,"Kevin Spacey","A Bug's Life ","John Ratzenberger","English","USA",120000000,1998,7.2,"Adventure"
"Albert Hughes",122,"Jason Flemyng",31598308,"Johnny Depp","From Hell ","Ian Richardson","English","USA",35000000,2001,6.8,"Horror"
"Luis Llosa",110,"Rod Steiger",57362581,"Sylvester Stallone","The Specialist ","Emilio Estefan Jr.","English","Peru",45000000,1994,5.4,"Action"
"Ron Shelton",135,"Cheech Marin",53854588,"Don Johnson","Tin Cup ","Rene Russo","English","USA",45000000,1996,6.3,"Comedy"
"Jesse Dylan",95,"Will Ferrell",52580895,"Josh Hutcherson","Kicking & Screaming ","Robert Duvall","English","USA",45000000,2005,5.6,"Comedy"
"Garth Jennings",109,"Kelly Macdonald",51019112,"Zooey Deschanel","The Hitchhiker's Guide to the Galaxy ","Thomas Lennon","English","USA",50000000,2005,6.8,"Adventure"
"Joel Zwick",93,"Nick Zano",48114556,"Dania Ramirez","Fat Albert ","Alice Greczyn","English","USA",26000000,2004,4.3,"Comedy"
"Russell Mulcahy",94,"Mike Epps",50648679,"Milla Jovovich","Resident Evil: Extinction ","James Tumminia","English","France",45000000,2007,6.3,"Action"
"Frank Coraci",117,"Adam Sandler",46280507,"Bella Thorne","Blended ","Joel McHale","English","USA",40000000,2014,6.5,"Comedy"
"Wayne Wang",112,"Alicia Witt",38360195,"LL Cool J","Last Holiday ","Timothy Hutton","English","USA",45000000,2006,6.4,"Adventure"
"Curtis Hanson",111,"Glenn Morshower",46815748,"Meryl Streep","The River Wild ","William Lucking","English","USA",45000000,1994,6.3,"Action"
"Frank Oz",96,"Vincent Kartheiser",35617599,"Steve Coogan","The Indian in the Cupboard ","David Keith","English","USA",45000000,1995,5.9,"Drama"
"Oliver Stone",141,"Shea Whigham",47307550,"Demián Bichir","Savages ","Gary Stretch","English","USA",45000000,2012,6.5,"Crime"
"David R. Ellis",94,"Valerie Cruz",32003620,"Richard Burgi","Cellular ","Will Beinbrink","English","USA",25000000,2004,6.5,"Action"
"Peter Howitt",87,"Natalie Imbruglia",27972410,"Kevin McNally","Johnny English ","Ben Miller","English","UK",35000000,2003,6.1,"Action"
"John A. Davis",88,"Meryl Streep",28133159,"Nicolas Cage","The Ant Bully ","Julia Roberts","English","USA",50000000,2006,5.9,"Adventure"
"David Lynch",177,"Jürgen Prochnow",27400000,"Virginia Madsen","Dune ","José Ferrer","English","USA",40000000,1984,6.6,"Action"
"Julie Taymor",133,"T.V. Carpio",24343673,"Jim Sturgess","Across the Universe ","Robert Clohessy","English","USA",45000000,2007,7.4,"Drama"
"Sam Mendes",119,"Kate Winslet",22877808,"Leonardo DiCaprio","Revolutionary Road ","Joe Komara","English","USA",35000000,2008,7.3,"Drama"
"Richard Donner",102,"David Zayas",36883539,"Bruce Willis","16 Blocks ","Sasha Roiz","English","Germany",52000000,2006,6.6,"Action"
"Mathieu Kassovitz",101,"Charlotte Rampling",22531698,"Vin Diesel","Babylon A.D. ","David Belle","English","France",70000000,2008,5.6,"Action"
"John Gray",91,"Bob Gunton",20400913,"Alexa PenaVega","The Glimmer Man ","Keenen Ivory Wayans","English","USA",45000000,1996,5.3,"Action"
"Harold Ramis",117,"Brian Doyle-Murray",20101861,"John de Lancie","Multiplicity ","Obba Babatundé","English","USA",45000000,1996,6,"Comedy"
"John Schultz",86,"Carter Jenkins",25200412,"Malese Jow","Aliens in the Attic ","Tim Meadows","English","USA",45000000,2009,5.4,"Adventure"
"Sean Penn",124,"Adrien Dorval",19719930,"Costas Mandylor","The Pledge ","Nels Lennarson","English","USA",45000000,2001,6.8,"Crime"
"Susan Stroman",134,"Will Ferrell",19377727,"Jon Lovitz","The Producers ","Matthew Broderick","English","USA",45000000,2005,6.4,"Comedy"
"Pete Travis",95,"Jason Cope",13401683,"Wood Harris","Dredd ","Rakie Ayola","English","UK",35000000,2012,7.1,"Action"
"Simon Wincer",100,"Treat Williams",17300889,"Cary-Hiroyuki Tagawa","The Phantom ","Kristy Swanson","English","Australia",45000000,1996,4.9,"Action"
"Billy Bob Thornton",220,"Henry Thomas",15527125,"Matt Damon","All the Pretty Horses ","Sam Shepard","English","USA",57000000,2000,5.8,"Drama"
"Oliver Stone",212,"Bob Hoskins",13560960,"Anthony Hopkins","Nixon ","Joan Allen","English","USA",50000000,1995,7.1,"Biography"
"Roman Polanski",128,"Olivia Williams",15523168,"Jim Belushi","The Ghost Writer ","Timothy Hutton","English","France",45000000,2010,7.2,"Mystery"
"Stephen Sommers",106,"Jason Flemyng",11146409,"Djimon Hounsou","Deep Rising ","Wes Studi","English","USA",45000000,1998,6,"Action"
"Spike Lee",160,"Omari Hardwick",7916887,"Joseph Gordon-Levitt","Miracle at St. Anna ","Laz Alonso","English","USA",45000000,2008,6,"Action"
"Danny Pang",99,"Charlie Yeung",15279680,"Nicolas Cage","Bangkok Dangerous ","James With","English","USA",40000000,2008,5.4,"Action"
"Barry Sonnenfeld",74,"Janeane Garofalo",7262288,"Zooey Deschanel","Big Trouble ","Omar Epps","English","USA",40000000,2002,6.5,"Comedy"
"Mike Newell",139,"Giovanna Mezzogiorno",4584886,"Marcela Mar","Love in the Time of Cholera ","Unax Ugalde","English","USA",45000000,2007,6.4,"Drama"
"George P. Cosmatos",103,"Ben Gazzara",2154540,"Sam Waterston","Shadow Conspiracy ","Nicholas Turturro","English","USA",45000000,1997,4.9,"Action"
"Oliver Parker",101,"Tim McInnerny",8129455,"Daniel Kaluuya","Johnny English Reborn ","Togo Igawa","English","USA",45000000,2011,6.3,"Action"
"Ben Affleck",130,"Scoot McNairy",136019448,"Clea DuVall","Argo ","Tate Donovan","English","USA",44500000,2012,7.7,"Biography"
"Andrew Davis",130,"Daniel Roebuck",183875760,"Harrison Ford","The Fugitive ","Sela Ward","English","USA",44000000,1993,7.8,"Action"
"Andy Tennant",110,"Dorian Missick",67061228,"Gerard Butler","The Bounty Hunter ","Peter Greene","English","USA",40000000,2010,5.5,"Action"
"Barry Levinson",147,"Brad Pitt",53300852,"Robert De Niro","Sleepers ","Minnie Driver","English","USA",44000000,1996,7.5,"Crime"
"George P. Cosmatos",96,"Julia Nickson",150415432,"Sylvester Stallone","Rambo: First Blood Part II ","Martin Kove","English","USA",44000000,1985,6.4,"Action"
"Brian Gibson",118,"Demi Moore",44834712,"Joseph Gordon-Levitt","The Juror ","Anne Heche","English","USA",44000000,1996,5.6,"Drama"
"Norman Ferguson",88,"Dickie Jones",84300000,"Mel Blanc","Pinocchio ","Cliff Edwards","English","USA",2600000,1940,7.5,"Animation"
"Michael Cimino",325,"Sam Waterston",1500000,"Jeff Bridges","Heaven's Gate ","Isabelle Huppert","English","USA",44000000,1980,6.8,"Adventure"
"Len Wiseman",102,"Tony Curran",62318875,"Sophia Myles","Underworld: Evolution ","Derek Jacobi","English","USA",50000000,2006,6.8,"Action"
"Paul McGuigan",110,"Spencer Wilding",5773519,"Daniel Radcliffe","Victor Frankenstein ","Daniel Mays","English","USA",40000000,2015,6,"Drama"
"Gus Van Sant",136,"Rob Brown",51768623,"F. Murray Abraham","Finding Forrester ","Michael Nouri","English","USA",43000000,2000,7.3,"Drama"
"Betty Thomas",103,"Viggo Mortensen",37035515,"Steve Buscemi","28 Days ","Elizabeth Perkins","English","USA",43000000,2000,6,"Comedy"
"Louis Leterrier",103,"Jet Li",24520892,"Morgan Freeman","Unleashed ","Bob Hoskins","English","France",45000000,2005,7,"Action"
"Roger Kumble",90,"Lillian Adams",24430272,"Judith Chapman","The Sweetest Thing ","Chelsea Bond","English","USA",43000000,2002,5.1,"Comedy"
"Sydney Pollack",154,"Holly Hunter",158348400,"Tom Cruise","The Firm ","Wilford Brimley","English","USA",42000000,1993,6.8,"Drama"
"Burr Steers",99,"Charlie Tahan",31136950,"Augustus Prew","Charlie St. Cloud ","Valerie Tian","English","USA",44000000,2010,6.5,"Drama"
"Simon West",93,"Tony Goldwyn",29113588,"Jason Statham","The Mechanic ","Mini Anden","English","USA",40000000,2011,6.6,"Action"
"Phil Lord",109,"Dax Flame",138447667,"Channing Tatum","21 Jump Street ","Rob Riggle","English","USA",42000000,2012,7.2,"Action"
"Roger Michell",124,"Clarke Peters",116006080,"Julia Roberts","Notting Hill ","Dylan Moran","English","UK",42000000,1999,7,"Comedy"
"Peter Lord",84,"Miranda Richardson",106793915,"Imelda Staunton","Chicken Run ","Julia Sawalha","English","UK",45000000,2000,7,"Adventure"
"John Hamburg",90,"Masi Oka",87856565,"Philip Seymour Hoffman","Along Came Polly ","Debra Messing","English","USA",42000000,2004,5.9,"Comedy"
"Reginald Hudlin",117,"Eartha Kitt",70100000,"John Witherspoon","Boomerang ","Geoffrey Holder","English","USA",40000000,1992,5.4,"Comedy"
"Paul Feig",123,"William Xifaras",159578352,"Michael Rapaport","The Heat ","Demián Bichir","English","USA",43000000,2013,6.6,"Action"
"Joseph L. Mankiewicz",251,"Richard Burton",57750000,"Martin Landau","Cleopatra ","Roddy McDowall","English","UK",31115000,1963,7,"Biography"
"Frank Coraci",105,"Reggie Lee",45290318,"Salma Hayek","Here Comes the Boom ","Charice","English","USA",42000000,2012,6.5,"Action"
"Carl Franklin",115,"Adam Scott",41543207,"Morgan Freeman","High Crimes ","Bruce Davison","English","USA",42000000,2002,6.3,"Crime"
"Barbra Streisand",122,"Austin Pendleton",41252428,"Jeff Bridges","The Mirror Has Two Faces ","Mimi Rogers","English","USA",42000000,1996,6.5,"Comedy"
"Mark Pellington",119,"Will Patton",35228696,"Debra Messing","The Mothman Prophecies ","David Eigenberg","English","USA",32000000,2002,6.5,"Drama"
"Larry Charles",81,"Elton John",59992760,"Bono","Brüno ","Slash","English","USA",42000000,2009,5.8,"Comedy"
"John Glen",133,"Talisa Soto",34667015,"Robert Davi","Licence to Kill ","Anthony Zerbe","English","UK",32000000,1989,6.6,"Action"
"Catherine Hardwicke",100,"Billy Burke",37652565,"Gary Oldman","Red Riding Hood ","Virginia Madsen","English","USA",42000000,2011,5.4,"Fantasy"
"John Herzfeld",120,"Charlize Theron",24375436,"Robert De Niro","15 Minutes ","Kelsey Grammer","English","USA",42000000,2001,6.1,"Action"
"Annabel Jankel",104,"Fisher Stevens",20915465,"Bob Hoskins","Super Mario Bros. ","Fiona Shaw","English","UK",42000000,1993,4,"Adventure"
"Andrew Niccol",122,"Jeremy Crutchley",24127895,"Nicolas Cage","Lord of War ","Jared Burke","English","USA",50000000,2005,7.6,"Crime"
"Julie Anne Robinson",91,"Debbie Reynolds",26404753,"Fisher Stevens","One for the Money ","Patrick Fischler","English","USA",40000000,2012,5.3,"Action"
"Evan Goldberg",112,"Randall Park",6105175,"James Franco","The Interview ","Anders Holm","English","USA",44000000,2014,6.6,"Comedy"
"Sngmoo Lee",100,"Dong-gun Jang",5664251,"Tony Cox","The Warrior's Way ","Jed Brophy","English","New Zealand",45000000,2010,6.3,"Action"
"Curtis Hanson",110,"Omar Benson Miller",116724075,"Mekhi Phifer","8 Mile ","Evan Jones","English","USA",41000000,2002,7,"Drama"
"Brian Helgeland",144,"Rufus Sewell",56083966,"Heath Ledger","A Knight's Tale ","Bérénice Bejo","English","USA",65000000,2001,6.9,"Action"
"Gordon Chan",108,"Lee Evans",22108977,"Julian Sands","The Medallion ","Anthony Chau-Sang Wong","English","Hong Kong",41000000,2003,5.2,"Action"
"M. Night Shyamalan",107,"Haley Joel Osment",293501675,"Bruce Willis","The Sixth Sense ","Olivia Williams","English","USA",40000000,1999,8.1,"Drama"
"Asger Leth",102,"Mandy Gonzalez",18600911,"Robert Clohessy","Man on a Ledge ","J. Smith-Cameron","English","USA",42000000,2012,6.6,"Action"
"David Frankel",100,"Kevin Pollak",7204138,"Joel McHale","The Big Year ","JoBeth Williams","English","USA",41000000,2011,6.2,"Comedy"
"John G. Avildsen",126,"William Zabka",90800000,"Martin Kove","The Karate Kid ","William Bassett","English","USA",8000000,1984,7.2,"Action"
"David O. Russell",138,"Christian Bale",150117807,"Jennifer Lawrence","American Hustle ","Bradley Cooper","English","USA",40000000,2013,7.3,"Crime"
"Anne Fletcher",108,"Denis O'Hare",163947053,"Ryan Reynolds","The Proposal ","Craig T. Nelson","English","USA",40000000,2009,6.7,"Comedy"
"Bruce Beresford",105,"Annabeth Gish",116735231,"Bruce Greenwood","Double Jeopardy ","Bruce Campbell","English","USA",70000000,1999,6.4,"Crime"
"Robert Zemeckis",108,"Jeffrey Weissman",118500000,"Lea Thompson","Back to the Future Part II ","Thomas F. Wilson","English","USA",40000000,1989,7.8,"Adventure"
"Luc Besson",89,"Morgan Freeman",126546825,"Scarlett Johansson","Lucy ","Amr Waked","English","France",40000000,2014,6.4,"Action"
"Sam Taylor-Johnson",129,"Luke Grimes",166147885,"Jennifer Ehle","Fifty Shades of Grey ","Callum Rennie","English","USA",40000000,2015,4.1,"Drama"
"Robert Rodriguez",84,"Salma Hayek",111760631,"Sylvester Stallone","Spy Kids 3-D: Game Over ","Alexa PenaVega","English","USA",38000000,2003,4.1,"Action"
"Joel Schumacher",149,"Matthew McConaughey",108706165,"Kevin Spacey","A Time to Kill ","Oliver Platt","English","USA",40000000,1996,7.4,"Crime"
"Shawn Levy",94,"Alyson Stoner",138614544,"Tom Welling","Cheaper by the Dozen ","Bonnie Hunt","English","USA",40000000,2003,5.8,"Comedy"
"Peter Berg",121,"Scott Elrod",125069696,"Jerry Ferrara","Lone Survivor ","Dan Bilzerian","English","USA",40000000,2013,7.6,"Action"
"Penny Marshall",128,"Lori Petty",107458785,"Tom Hanks","A League of Their Own ","Rosie O'Donnell","English","USA",40000000,1992,7.2,"Comedy"
"James Wan",134,"Frances O'Connor",102310175,"Javier Botet","The Conjuring 2 ","Robin Atkin Downes","English","USA",40000000,2016,7.8,"Horror"
"David Fincher",120,"Dustin Fitzsimons",96917897,"Andrew Garfield","The Social Network ","Marcella Lentz-Pope","English","USA",40000000,2010,7.7,"Biography"
"Ken Kwapis",129,"Sabrina Revelle",93952276,"Carmen Perez","He's Just Not That Into You ","Sachiko Ishida","English","USA",40000000,2009,6.4,"Comedy"
"David Zucker",89,"Carmen Electra",90703745,"Beau Mirchoff","Scary Movie 4 ","Regina Hall","English","USA",45000000,2006,5.1,"Comedy"
"Wes Craven",116,"Roger Jackson",89138076,"Kelly Rutherford","Scream 3 ","Nancy O'Dell","English","USA",40000000,2000,5.5,"Horror"
"Robert Zemeckis",118,"Jeffrey Weissman",87666629,"Lea Thompson","Back to the Future Part III ","Thomas F. Wilson","English","USA",40000000,1990,7.4,"Adventure"
"Etan Cohen",107,"Alison Brie",90353764,"Will Ferrell","Get Hard ","Craig T. Nelson","English","USA",40000000,2015,6,"Comedy"
"Francis Ford Coppola",155,"Anthony Hopkins",82522790,"Keanu Reeves","Bram Stoker's Dracula ","Gary Oldman","English","USA",40000000,1992,7.5,"Fantasy"
"Nora Ephron",123,"Mary Lynn Rajskub",94125426,"Meryl Streep","Julie & Julia ","Vanessa Ferlito","English","USA",40000000,2009,7,"Biography"
"Brian Helgeland",128,"Christopher Meloni",95001343,"Harrison Ford","42 ","Nicole Beharie","English","USA",40000000,2013,7.5,"Biography"
"Anthony Minghella",139,"Matt Damon",81292135,"Philip Seymour Hoffman","The Talented Mr. Ripley ","Jack Davenport","English","USA",40000000,1999,7.3,"Crime"
"Bobby Farrelly",109,"Kathleen Turner",86208010,"Bill Murray","Dumb and Dumber To ","Rob Riggle","English","USA",35000000,2014,5.7,"Comedy"
"Frank Marshall",120,"Bruce Greenwood",81593527,"Paul Walker","Eight Below ","Wendy Crewson","English","USA",40000000,2006,7.3,"Adventure"
"Nancy Meyers",121,"Anne Hathaway",75274748,"Robert De Niro","The Intern ","Rene Russo","English","USA",35000000,2015,7.2,"Comedy"
"Tim Story",102,"Nadine Velazquez",90835030,"Olivia Munn","Ride Along 2 ","Bruce McGill","English","USA",40000000,2016,5.9,"Action"
"Michael Mann",117,"Terry Kinney",72455275,"Wes Studi","The Last of the Mohicans ","Eric Schweig","English","USA",40000000,1992,7.8,"Action"
"Taylor Hackford",178,"Curtis Armstrong",75305995,"Bokeem Woodbine","Ray ","Harry Lennix","English","USA",40000000,2004,7.7,"Biography"
"Frank Miller",147,"Powers Boothe",74098862,"Rosario Dawson","Sin City ","Jason Douglas","English","USA",40000000,2005,8.1,"Crime"
"Pete Travis",90,"Edgar Ramírez",72266306,"Dennis Quaid","Vantage Point ","William Hurt","English","USA",40000000,2008,6.6,"Crime"
